StudentID,Gender,Age,StudyHours,TestScore,Grade
930,Female,36,7,70,Pass
931,Male,31,2,57,Fail
932,Male,24,8,74,Pass
933,Female,21,7,39,Fail
934,Male,36,9,68,Pass
935,Male,36,6,58,Fail
936,Female,31,4,51,Fail
937,Female,28,6,56,Fail
938,Female,21,4,49,Fail
939,Female,29,7,49,Fail
940,Male,32,9,59,Fail
941,Male,28,3,87,Pass
942,Male,37,3,55,Fail
943,Male,30,2,100,Pass
944,Male,27,1,66,Pass
945,Male,26,1,55,Fail
946,Female,38,3,78,Pass
947,Male,35,7,100,Pass
948,Male,22,11,48,Fail
949,Male,34,9,49,Fail
950,Female,30,2,54,Fail
951,Female,36,7,68,Pass
952,Female,27,1,70,Pass
953,Female,28,2,43,Fail
954,Male,30,6,64,Pass
955,Male,35,11,97,Pass
956,Male,28,5,69,Pass
957,Female,33,8,47,Fail
958,Male,32,11,80,Pass
959,Male,28,2,90,Pass
960,Male,35,1,43,Fail
961,Female,32,7,70,Pass
962,Female,31,6,37,Fail
963,Female,34,8,53,Fail
964,Male,38,11,62,Pass
965,Male,33,8,57,Fail
966,Male,24,2,41,Fail
967,Male,37,8,48,Fail
968,Female,29,6,80,Pass
969,Male,27,9,49,Fail
970,Female,21,7,49,Fail
971,Male,27,2,85,Pass
972,Female,27,8,42,Fail
973,Male,27,9,96,Pass
974,Male,28,7,85,Pass
975,Female,36,4,97,Pass
976,Female,23,9,50,Fail
977,Male,33,4,58,Fail
978,Male,30,4,40,Fail
979,Male,38,9,91,Pass
980,Female,27,8,65,Pass
981,Male,25,4,40,Fail
982,Female,27,8,63,Pass
983,Male,37,8,37,Fail
984,Male,24,7,62,Pass
985,Male,36,10,82,Pass
986,Male,30,6,44,Fail
987,Female,23,8,67,Pass
988,Female,23,7,46,Fail
989,Male,37,5,91,Pass
990,Male,30,4,78,Pass
991,Male,37,2,47,Fail
992,Female,37,11,58,Fail
993,Male,24,8,78,Pass
994,Female,26,9,91,Pass
995,Female,32,4,50,Fail
996,Female,37,4,55,Fail
997,Female,37,5,85,Pass
998,Male,30,2,55,Fail
999,Male,27,7,94,Pass
1000,Female,36,5,85,Pass
