StudentID,Gender,Age,StudyHours,TestScore,Grade
930,Female,34,3,60,Pass
931,Male,34,3,79,Pass
932,Male,22,8,39,Fail
933,Female,33,8,47,Fail
934,Female,31,7,99,Pass
935,Female,25,10,88,Pass
936,Female,34,4,87,Pass
937,Female,25,4,92,Pass
938,Female,36,3,82,Pass
939,Female,27,5,91,Pass
940,Male,21,3,70,Pass
941,Male,28,8,68,Pass
942,Male,23,7,73,Pass
943,Female,24,3,93,Pass
944,Female,35,9,49,Fail
945,Female,29,5,80,Pass
946,Male,24,9,63,Pass
947,Female,30,7,43,Fail
948,Female,32,7,92,Pass
949,Male,35,6,73,Pass
950,Female,25,2,79,Pass
951,Male,27,9,66,Pass
952,Male,36,6,40,Fail
953,Female,24,8,36,Fail
954,Female,34,1,87,Pass
955,Female,21,5,31,Fail
956,Male,29,1,88,Pass
957,Male,24,10,51,Fail
958,Male,29,11,86,Pass
959,Female,26,8,50,Fail
960,Female,35,8,84,Pass
961,Female,21,1,55,Fail
962,Female,32,9,58,Fail
963,Male,23,2,35,Fail
964,Male,31,9,51,Fail
965,Male,22,1,48,Fail
966,Male,36,10,77,Pass
967,Female,29,9,100,Pass
968,Female,36,4,87,Pass
969,Female,35,9,49,Fail
970,Male,32,7,95,Pass
971,Male,21,11,33,Fail
972,Female,33,6,72,Pass
973,Female,34,5,51,Fail
974,Male,29,11,70,Pass
975,Female,29,9,97,Pass
976,Male,28,2,55,Fail
977,Male,28,11,85,Pass
978,Male,31,2,82,Pass
979,Female,34,11,74,Pass
980,Female,32,9,86,Pass
981,Male,21,3,85,Pass
982,Female,31,8,100,Pass
983,Male,28,11,96,Pass
984,Male,30,9,49,Fail
985,Male,34,8,37,Fail
986,Male,23,4,93,Pass
987,Female,31,1,72,Pass
988,Male,27,4,72,Pass
989,Male,31,9,89,Pass
990,Female,35,2,50,Fail
991,Male,21,3,47,Fail
992,Male,21,10,57,Fail
993,Female,36,8,77,Pass
994,Female,30,6,32,Fail
995,Female,33,8,93,Pass
996,Male,25,7,92,Pass
997,Female,25,5,49,Fail
998,Female,28,9,47,Fail
999,Male,27,4,99,Pass
1000,Male,28,6,69,Pass
