StudentID,Gender,Age,StudyHours,TestScore,Grade
930,Male,27,6,85,Pass
931,Female,32,7,77,Pass
932,Female,27,1,97,Pass
933,Male,26,4,46,Fail
934,Male,35,9,61,Pass
935,Male,22,10,34,Fail
936,Female,24,6,76,Pass
937,Female,28,2,75,Pass
938,Male,29,4,83,Pass
939,Male,23,6,93,Pass
940,Male,24,4,34,Fail
941,Female,25,10,84,Pass
942,Female,35,7,49,Fail
943,Female,32,3,72,Pass
944,Male,26,6,48,Fail
945,Female,24,4,66,Pass
946,Female,26,3,86,Pass
947,Male,29,3,50,Fail
948,Female,29,2,39,Fail
949,Male,35,11,64,Pass
950,Female,23,3,73,Pass
951,Male,27,10,63,Pass
952,Male,25,1,40,Fail
953,Female,30,3,46,Fail
954,Male,31,9,37,Fail
955,Female,23,4,83,Pass
956,Male,29,3,36,Fail
957,Male,22,8,45,Fail
958,Male,32,1,98,Pass
959,Female,27,5,60,Pass
960,Male,32,1,83,Pass
961,Male,32,7,50,Fail
962,Female,35,5,65,Pass
963,Male,33,2,84,Pass
964,Male,31,1,50,Fail
965,Male,34,11,67,Pass
966,Male,22,7,68,Pass
967,Female,23,1,57,Fail
968,Male,24,3,87,Pass
969,Male,30,11,51,Fail
970,Female,26,6,83,Pass
971,Male,31,6,79,Pass
972,Male,31,7,81,Pass
973,Female,33,11,66,Pass
974,Female,23,11,60,Pass
975,Female,31,1,34,Fail
976,Female,26,7,92,Pass
977,Male,26,2,43,Fail
978,Female,22,6,58,Fail
979,Male,24,8,90,Pass
980,Female,26,5,99,Pass
981,Male,30,10,48,Fail
982,Female,31,3,61,Pass
983,Female,22,11,46,Fail
984,Male,29,8,47,Fail
985,Female,22,8,99,Pass
986,Female,30,4,67,Pass
987,Female,27,8,58,Fail
988,Male,22,5,87,Pass
989,Female,29,11,45,Fail
990,Female,26,5,42,Fail
991,Male,28,3,64,Pass
992,Male,28,7,86,Pass
993,Female,36,11,76,Pass
994,Male,28,11,71,Pass
995,Male,27,9,75,Pass
996,Male,32,9,81,Pass
997,Female,29,1,100,Pass
998,Female,30,1,99,Pass
999,Male,33,10,49,Fail
1000,Female,36,11,49,Fail
